,AGE,INCOME,TRAVTIME,BLUEBOOK,CAR_AGE,YOJ,TGT_CLAIM_FLAG
35,63.0,121398.0,10,16270.0,11.0,15.0,0
36,52.0,57872.477795193314,48,9280.0,6.0,10.452978056426332,0
37,35.0,14508.0,22,6450.0,7.0,7.0,0
38,43.0,75338.0,40,23080.0,8.0,13.0,0
39,41.0,32774.0,44,20120.0,1.0,10.0,0
40,40.0,57474.0,5,29270.0,5.0,11.0,0
41,31.0,26520.0,62,4600.0,5.0,12.0,0
42,39.0,34046.0,33,4040.0,5.0,7.0,0
43,33.0,32364.0,40,12270.0,1.0,14.0,0
44,40.0,16989.0,20,12230.0,6.0,11.0,1
45,41.0,17755.0,29,14480.0,1.0,7.0,0
46,36.0,56048.0,15,10700.0,16.0,12.0,0
47,44.0,16352.0,37,10520.0,1.0,15.0,1
48,56.0,44760.0,30,21770.0,6.0,16.0,0
49,45.0,63952.0,50,32340.0,13.0,14.0,1
50,34.0,22510.0,26,14690.0,1.0,12.0,1
51,33.0,20822.0,46,6880.0,1.0,12.0,1
52,32.0,54968.0,20,10040.0,8.0,14.0,0
53,34.0,14194.0,13,2920.0,10.0,8.0,1
54,38.0,2149.0,35,22690.0,1.0,12.0,0
55,43.0,137103.0,29,19510.0,15.0,11.0,1
56,46.0,79538.0,13,14050.0,11.0,10.0,0
57,45.0,185836.0,28,10250.0,20.0,11.0,0
58,63.0,74426.0,11,27600.0,18.0,9.0,0
59,44.0,74722.0,9,23640.0,1.0,9.0,0
60,45.0,102393.0,25,1500.0,11.0,11.0,1
61,62.0,40656.0,57,9170.0,7.0,15.0,1
62,48.0,31773.0,14,9640.0,1.0,12.0,1
63,39.0,33727.0,27,10850.0,12.0,11.0,0
64,49.0,57872.477795193314,42,6400.0,14.0,10.452978056426332,0
65,44.0,139330.0,35,22050.0,1.0,15.0,0
66,50.0,163296.0,42,22830.0,14.0,13.0,0
67,30.0,17455.0,50,12380.0,6.0,10.0,0
68,38.0,57872.477795193314,41,17470.0,6.0,10.452978056426332,0
69,53.0,38036.0,32,13140.0,1.0,6.0,1
70,53.0,41199.0,21,15360.0,8.0,13.0,0
71,29.0,38042.0,15,15160.0,1.0,10.0,0
72,55.0,45787.0,5,19380.0,13.0,7.0,0
73,39.0,57872.477795193314,36,8750.0,8.0,10.452978056426332,0
74,44.0,142588.0,28,21790.0,9.0,13.0,0
75,34.0,51565.0,36,18110.0,15.0,11.0,0
76,34.0,57872.477795193314,25,11740.0,1.0,10.452978056426332,1
77,36.0,105384.0,24,13800.0,17.0,11.0,0
78,41.0,66265.0,59,12230.0,9.0,10.0,1
79,45.0,32394.0,33,13770.0,1.0,12.0,0
80,42.0,76226.0,18,23390.0,14.0,9.0,0
81,38.0,7528.0,26,8080.0,8.0,16.0,0
82,33.0,57872.477795193314,14,15090.0,5.0,10.452978056426332,1
83,42.0,32797.0,63,21690.0,14.0,9.0,0
84,47.0,44705.0,50,12840.0,10.0,11.0,1
85,43.0,57872.477795193314,26,8350.0,7.0,10.452978056426332,0
86,52.0,68992.0,36,15120.0,10.0,9.0,0
87,43.0,132561.0,8,30150.0,1.0,11.0,0
88,64.0,31738.0,23,14620.0,1.0,15.0,1
89,66.0,96830.0,23,11180.0,16.0,17.0,0
90,35.0,154577.0,27,20450.0,1.0,6.0,0
91,52.0,64014.0,33,7900.0,5.0,7.0,1
92,52.0,79348.0,23,13150.0,1.0,11.0,0
93,55.0,108152.0,18,12320.0,15.0,15.0,0
94,26.0,53244.0,28,20920.0,8.0,8.0,1
95,61.0,41857.0,35,20870.0,21.0,17.0,0
96,41.0,126468.0,34,32690.0,18.0,8.0,1
97,40.0,75516.0,53,13050.0,6.0,9.0,0
98,52.0,76954.0,44,19540.0,11.0,16.0,0
99,58.0,150352.0,21,24240.0,17.0,8.0,0
100,52.0,88560.0,14,13630.0,17.0,8.0,0
101,38.0,37580.0,36,5260.0,1.0,12.0,1
102,41.0,23344.0,10,7930.0,1.0,15.0,1
103,37.0,43290.0,29,23640.0,10.0,16.0,0
104,48.0,48737.0,24,11220.0,1.0,10.0,0
105,47.0,64259.0,26,25100.0,9.0,12.0,0
106,49.0,53765.0,5,12360.0,1.0,12.0,0
107,41.0,12541.0,5,7500.0,1.0,6.0,0
108,46.0,104990.0,40,16080.0,7.0,10.0,0
109,49.0,89948.0,37,18160.0,9.0,6.0,0
110,62.0,107734.0,54,18470.0,15.0,6.0,0
111,36.0,25282.0,38,11160.0,1.0,12.0,0
112,47.0,18549.0,24,12800.0,14.0,11.0,0
113,51.0,50166.0,32,11620.0,1.0,9.0,0
114,46.0,73872.0,43,20240.0,16.0,8.0,0
115,50.0,73343.0,60,20010.0,8.0,14.0,0
116,43.0,49849.0,35,13130.0,20.0,15.0,1
117,39.0,12054.0,28,15760.0,1.0,16.0,1
118,43.0,48184.0,50,14530.0,1.0,14.0,0
119,60.0,78936.0,40,20350.0,15.0,18.0,1
120,55.0,57872.477795193314,33,7000.0,1.0,10.452978056426332,0
121,40.0,78914.0,36,5500.0,10.0,10.0,0
122,39.0,77125.0,49,9570.0,13.0,6.0,0
123,38.0,25835.0,29,8490.0,12.0,14.0,0
124,42.0,47660.0,31,11940.0,18.0,12.0,0
125,42.0,123143.0,16,24930.0,14.0,10.0,0
126,49.0,22059.0,24,21990.0,1.0,8.0,0
127,36.0,50750.0,26,10170.0,14.0,12.0,0
128,34.0,23571.0,35,12180.0,7.0,10.0,0
129,49.0,57872.477795193314,29,18110.0,1.0,10.452978056426332,0
130,52.0,35631.0,39,6040.0,1.0,12.0,0
131,55.0,55409.0,45,27890.0,14.0,14.0,0
132,40.0,35260.0,30,9740.0,1.0,12.0,0
133,40.0,48067.0,21,18120.0,8.0,15.0,0
134,45.0,64867.0,21,12490.0,10.0,12.0,0
135,80.0,97716.0,14,15920.0,10.0,23.0,0
136,48.0,39613.0,48,8460.0,1.0,10.0,0
137,40.0,49780.0,52,10500.0,1.0,11.0,0
138,26.0,33283.0,37,7690.0,16.0,9.0,1
139,45.0,60845.0,31,24260.0,18.0,11.0,0
140,46.0,26697.0,43,15080.0,1.0,7.0,0
141,42.0,136344.0,45,13160.0,17.0,12.0,1
142,36.0,70313.0,55,14960.0,4.0,7.0,0
143,45.0,23773.0,9,34510.0,1.0,15.0,0
144,52.0,115713.0,28,21660.0,11.0,11.0,0
145,41.0,55364.0,17,31390.0,1.0,8.0,0
146,36.0,27693.0,37,11300.0,7.0,14.0,0
147,56.0,57872.477795193314,29,27890.0,9.0,10.452978056426332,0
148,53.0,57872.477795193314,34,1500.0,7.0,10.452978056426332,0
149,39.0,32936.0,12,1500.0,7.0,12.0,1
150,38.0,33151.0,31,11530.0,9.0,11.0,0
151,45.0,57872.477795193314,36,16510.0,1.0,10.452978056426332,1
152,46.0,24575.0,73,8560.0,9.0,14.0,0
153,43.0,32546.0,49,5800.0,5.0,16.0,0
154,54.0,57872.477795193314,21,18820.0,9.0,10.452978056426332,0
155,61.0,58212.0,37,13420.0,1.0,10.0,0
156,50.0,73308.0,38,18720.0,19.0,7.0,0
157,62.0,22181.0,24,17880.0,1.0,12.0,1
158,53.0,84345.0,36,9930.0,5.0,15.0,1
159,54.0,107808.0,45,27020.0,6.0,15.0,0
160,53.0,52759.0,41,24160.0,13.0,13.0,0
161,39.0,59685.0,42,7470.0,1.0,12.0,0
162,38.0,90647.0,38,13740.0,15.0,12.0,0
163,42.0,43174.0,48,10020.0,1.0,10.0,1
164,31.0,30653.0,41,12930.0,7.0,14.0,1
165,41.0,57872.477795193314,18,32090.0,17.0,10.452978056426332,0
166,48.0,84629.0,35,15060.0,10.0,10.0,0
167,49.0,59148.0,18,12310.0,1.0,13.0,0
168,45.0,111268.0,46,24600.0,10.0,17.0,1
169,47.0,81899.0,25,14390.0,1.0,10.0,0
170,41.0,97700.0,43,26250.0,6.0,10.0,0
171,53.0,114088.0,25,22920.0,8.0,15.0,0
172,51.0,80621.0,27,25700.0,1.0,13.0,0
173,51.0,94328.0,44,6900.0,1.0,12.0,0
174,53.0,25289.0,31,13850.0,7.0,13.0,1
175,31.0,26112.0,58,14030.0,5.0,14.0,1
176,32.0,30955.0,9,7800.0,8.0,13.0,1
177,49.0,89612.0,23,6400.0,23.0,15.0,0
178,50.0,90566.0,40,23260.0,18.0,14.0,0
179,45.0,62447.0,39,12240.0,1.0,12.0,0
180,46.0,108701.0,39,12070.0,17.0,5.0,0
181,47.0,94774.0,43,21070.0,13.0,12.0,0
182,43.0,72357.0,40,23190.0,7.0,16.0,0
183,41.0,80718.0,29,26480.0,8.0,12.0,0
184,39.0,19016.0,22,10950.0,8.0,11.0,0
185,49.0,57872.477795193314,55,19810.0,1.0,10.452978056426332,0
186,59.0,119382.0,26,24130.0,16.0,12.0,1
187,45.0,36947.0,32,6200.0,1.0,13.0,0
188,34.0,27581.0,38,12250.0,5.0,13.0,0
189,33.0,86187.0,81,13420.0,5.0,11.0,0
190,52.0,42255.0,61,22280.0,12.0,12.0,0
191,37.0,116043.0,40,16800.0,9.0,11.0,0
192,38.0,92917.0,57,15120.0,4.0,8.0,0
193,36.0,29741.0,32,8070.0,7.0,7.0,0
194,51.0,3673.0,5,11180.0,1.0,12.0,0
195,39.0,61370.0,6,21770.0,12.0,15.0,1
196,51.0,32159.0,46,2600.0,6.0,13.0,0
197,40.0,20126.0,5,8260.0,1.0,14.0,0
198,54.0,44782.0,83,30260.0,9.0,11.0,1
199,34.0,59828.0,56,10880.0,13.0,14.0,0
200,41.0,74022.0,51,13000.0,12.0,14.0,0
201,36.0,80256.0,9,14860.0,15.0,11.0,0
202,55.0,6094.0,28,22770.0,1.0,14.0,0
203,45.0,57872.477795193314,27,14300.0,11.0,10.452978056426332,0
204,45.0,30085.0,44,7200.0,8.0,12.0,1
205,50.0,80241.0,17,14520.0,11.0,11.0,0
206,44.0,46140.0,29,10510.0,1.0,15.0,1
207,55.0,55673.0,43,27400.0,13.0,12.0,0
208,44.0,32317.0,68,22450.0,1.0,8.0,1
209,50.0,58762.0,13,13320.0,8.0,9.0,0
210,60.0,76899.0,34,7900.0,14.0,15.0,0
211,40.0,48640.0,19,10360.0,4.0,12.0,0
212,57.0,78592.0,42,15760.0,8.0,6.0,0
213,47.0,80105.0,29,14210.0,12.0,12.0,0
214,64.0,61521.0,41,7650.0,9.0,13.0,1
215,34.0,105554.0,75,5300.0,20.0,9.0,1
216,52.0,147666.0,43,6700.0,17.0,6.0,0
217,41.0,78675.0,33,13470.0,3.0,10.0,0
218,54.0,105762.0,5,17480.0,18.0,11.0,0
219,42.0,79185.0,28,13020.0,1.0,11.0,0
220,51.0,55573.0,18,12160.0,14.0,10.0,0
221,53.0,61862.0,33,11270.0,14.0,8.0,1
222,35.0,13760.0,27,7700.0,1.0,11.0,0
223,54.0,88668.0,63,20090.0,14.0,13.0,1
224,50.0,2657.0,63,10480.0,11.0,13.0,1
225,29.0,51122.0,40,10470.0,9.0,11.0,0
226,32.0,21944.0,34,7270.0,1.0,14.0,0
227,44.0,57872.477795193314,28,14190.0,8.0,10.452978056426332,0
228,38.0,83937.0,28,13800.0,10.0,14.0,0
229,37.0,96188.0,49,13340.0,10.0,14.0,0
230,55.0,17820.0,32,13340.0,8.0,14.0,0
231,51.0,62894.0,84,5990.0,10.0,14.0,0
232,42.0,68090.0,45,11750.0,12.0,12.0,1
233,45.0,25032.0,34,6100.0,1.0,4.0,1
234,48.0,42008.0,23,10000.0,14.0,14.0,0
235,54.0,90149.0,17,15910.0,10.0,8.0,0
236,48.0,22633.0,30,16730.0,9.0,12.0,0
237,50.0,57872.477795193314,32,4980.0,1.0,10.452978056426332,0
238,35.0,72389.0,45,13440.0,10.0,9.0,0
239,29.0,73842.0,25,22340.0,1.0,8.0,1
240,45.0,57872.477795193314,33,6000.0,1.0,10.452978056426332,1
241,45.0,71969.0,44,13060.0,1.0,17.0,0
242,51.0,117016.0,23,20320.0,8.0,11.0,0
243,52.0,37295.0,28,6700.0,1.0,13.0,0
244,40.0,50224.0,16,13780.0,5.0,7.0,0
245,41.0,109957.0,50,29470.0,18.0,13.0,1
246,44.0,44141.0,11,5900.0,7.894331243469175,14.0,0
247,50.0,8345.0,39,15330.0,5.0,11.0,0
248,38.0,10486.0,33,6350.0,5.0,14.0,1
249,36.0,33284.0,68,14640.0,10.0,12.0,0
250,62.0,33713.0,26,23470.0,15.0,12.0,1
251,47.0,76462.0,29,13850.0,7.0,7.0,0
252,47.0,144957.0,22,24120.0,1.0,7.0,0
253,46.0,79317.0,5,6100.0,6.0,8.0,0
254,36.0,20891.0,39,5100.0,7.0,13.0,1
255,33.0,57872.477795193314,27,10160.0,1.0,10.452978056426332,0
256,35.0,17493.0,52,19340.0,1.0,10.0,1
257,45.0,94325.0,55,6960.0,14.0,14.0,1
258,55.0,72337.0,28,22980.0,11.0,14.0,0
259,41.0,157237.0,45,17410.0,15.0,13.0,0
260,40.0,5322.0,32,9960.0,1.0,13.0,0
261,43.0,39848.0,45,18060.0,15.0,11.0,0
262,42.0,117978.0,17,28700.0,7.0,12.0,0
263,57.0,51737.0,56,17440.0,11.0,15.0,0
264,32.0,60050.0,31,11480.0,1.0,9.0,1
265,37.0,97266.0,21,14930.0,11.0,7.0,0
266,39.0,73367.0,36,12740.0,7.0,14.0,0
267,32.0,4478.0,7,6780.0,8.0,15.0,1
268,44.0,5952.0,22,6500.0,10.0,9.0,0
269,39.0,50875.0,23,14100.0,1.0,14.0,0
270,41.0,32057.0,20,9800.0,1.0,10.0,0
271,35.0,62036.0,5,16370.0,1.0,7.0,1
272,64.0,40528.0,54,11950.0,6.0,15.0,1
273,59.0,158703.0,32,20540.0,18.0,15.0,0
274,44.0,75046.0,56,9000.0,10.0,11.0,1
275,40.0,39600.0,37,5460.0,1.0,12.0,1
276,43.0,67109.0,38,8530.0,1.0,8.0,0
277,48.0,75723.0,37,7210.0,12.0,13.0,0
278,38.0,75432.0,51,16260.0,13.0,10.0,1
279,59.0,186632.0,35,21730.0,13.0,11.0,0
280,43.0,97103.0,17,17960.0,15.0,8.0,0
281,43.0,57872.477795193314,41,14240.0,1.0,10.452978056426332,1
282,55.0,57872.477795193314,11,8560.0,14.0,10.452978056426332,1
283,35.0,64872.0,44,11490.0,8.0,13.0,0
284,54.0,10617.0,14,7960.0,9.0,12.0,1
285,35.0,33799.0,48,13420.0,1.0,8.0,0
286,26.0,57872.477795193314,10,4100.0,6.0,10.452978056426332,1
287,43.0,46224.0,45,11510.0,10.0,11.0,1
288,43.0,91877.0,5,26290.0,18.0,8.0,0
289,54.0,193895.0,51,9060.0,15.0,13.0,0
290,55.0,66964.0,47,13700.0,18.0,14.0,0
291,45.0,57872.477795193314,36,26500.0,8.0,10.452978056426332,0
292,42.0,34210.0,34,12880.0,1.0,11.0,1
293,47.0,28654.0,22,9070.0,8.0,7.0,0
294,45.0,107327.0,38,18540.0,9.0,12.0,0
295,55.0,45918.0,52,11590.0,1.0,8.0,0
296,43.0,24124.0,40,8140.0,1.0,11.0,0
297,53.0,106830.0,28,17480.0,7.0,12.0,0
298,49.0,33322.0,45,21320.0,10.0,13.0,0
299,47.0,15249.0,62,8400.0,15.0,10.0,0
300,41.0,38034.0,30,11300.0,1.0,16.0,0
301,49.0,95156.0,70,9720.0,15.0,14.0,0
302,44.0,39852.0,37,7410.0,6.0,12.0,0
303,51.0,65702.0,27,15820.0,1.0,13.0,1
304,50.0,36504.0,30,14210.0,8.0,15.0,0
305,58.0,51870.0,36,24520.0,1.0,11.0,1
306,56.0,125795.0,52,7100.0,14.0,13.0,0
307,41.0,99959.0,13,18850.0,11.0,14.0,1
308,37.0,61790.0,32,15150.0,7.0,7.0,1
309,57.0,33707.0,40,27520.0,1.0,10.0,0
310,37.0,57872.477795193314,18,1500.0,1.0,10.452978056426332,1
311,34.0,68833.0,35,21940.0,9.0,12.0,0
312,49.0,28592.0,31,9260.0,1.0,13.0,1
313,42.0,64766.0,20,11840.0,1.0,13.0,1
314,38.0,81447.0,36,15820.0,9.0,8.0,0
315,25.0,40095.0,38,22720.0,9.0,12.0,1
316,44.0,87072.0,21,14820.0,15.0,5.0,0
317,20.0,19933.0,19,15400.0,9.0,7.0,0
318,40.0,52423.0,30,7420.0,1.0,7.0,1
319,35.0,57872.477795193314,17,5000.0,1.0,10.452978056426332,0
320,37.0,80997.0,47,16290.0,7.0,11.0,0
321,40.0,54159.0,65,16920.0,1.0,6.0,0
322,39.0,54714.0,42,5400.0,1.0,12.0,0
323,49.0,37356.0,63,6400.0,6.0,8.0,1
324,42.0,28341.0,45,8530.0,1.0,13.0,1
325,37.0,6217.0,27,22260.0,4.0,17.0,1
326,56.0,27968.0,20,8260.0,10.0,13.0,0
327,48.0,52275.0,57,14060.0,6.0,6.0,1
328,21.0,40022.0,67,9360.0,1.0,5.0,1
329,33.0,46453.0,47,6150.0,5.0,12.0,0
330,33.0,22899.0,19,7090.0,5.0,7.0,0
331,51.0,124550.0,37,38290.0,10.0,11.0,0
332,45.0,100822.0,5,8310.0,7.0,12.0,0
333,40.0,57063.0,46,16250.0,19.0,5.0,1
334,58.0,39707.0,29,16870.0,6.0,14.0,1
335,39.0,87562.0,26,10260.0,14.0,12.0,0
336,50.0,24358.0,11,17790.0,7.0,10.0,0
337,19.0,57872.477795193314,25,9100.0,1.0,10.452978056426332,0
338,49.0,40452.0,25,21600.0,7.0,7.0,0
339,33.0,14369.0,37,6240.0,6.0,12.0,0
340,45.0,70982.0,5,13660.0,6.0,15.0,0
341,39.0,76150.0,39,14010.0,8.0,10.0,0
342,32.0,52469.0,21,4700.0,9.0,12.0,1
343,45.0,103087.0,28,18230.0,9.0,13.0,0
344,53.0,59797.0,35,18070.0,16.0,14.0,0
345,51.0,57872.477795193314,10,16180.0,6.0,10.452978056426332,0
346,36.0,48710.0,59,9970.0,5.0,11.0,0
347,72.0,27625.0,32,18960.0,1.0,18.0,1
348,51.0,27940.0,20,21010.0,6.0,12.0,0
349,39.0,54298.0,21,14480.0,9.0,13.0,0
350,53.0,77012.0,22,21440.0,13.0,7.0,0
351,36.0,28326.0,37,26280.0,8.0,13.0,1
352,36.0,17085.0,58,15840.0,1.0,11.0,0
353,32.0,17545.0,46,8240.0,1.0,13.0,0
354,54.0,69625.0,51,22340.0,12.0,12.0,0
355,47.0,28172.0,27,13970.0,1.0,8.0,0
356,36.0,60097.0,40,28040.0,1.0,13.0,0
357,43.0,19219.0,53,10470.0,1.0,11.0,0
358,41.0,43889.0,29,18010.0,7.0,6.0,0
359,55.0,49627.0,49,11550.0,1.0,18.0,0
360,63.0,26921.0,19,14360.0,11.0,15.0,1
361,45.0,13891.0,47,7390.0,8.0,12.0,1
362,60.0,163014.0,35,23800.0,8.0,15.0,0
363,43.0,57872.477795193314,30,19790.0,1.0,10.452978056426332,0
364,39.0,42535.0,22,19330.0,8.0,16.0,0
365,33.0,31675.0,25,9130.0,1.0,9.0,1
366,37.0,6857.0,35,12540.0,7.0,9.0,0
367,43.0,81674.0,39,34680.0,10.0,14.0,0
368,48.0,93658.0,33,18050.0,10.0,12.0,0
369,45.0,57872.477795193314,24,14750.0,7.0,10.452978056426332,0
370,56.0,29524.0,52,14250.0,7.0,17.0,1
371,40.0,180525.0,34,11490.0,13.0,11.0,0
372,51.0,34658.0,31,15660.0,11.0,13.0,0
373,42.0,57872.477795193314,5,25540.0,1.0,10.452978056426332,0
374,46.0,27669.0,45,8870.0,1.0,13.0,0
375,35.0,77126.0,5,11510.0,1.0,12.0,0
376,43.0,68350.0,36,22570.0,13.0,10.0,0
377,64.0,76552.0,26,7900.0,9.0,11.0,0
378,46.0,57456.0,32,12520.0,6.0,11.0,0
379,69.0,69098.0,57,15310.0,11.0,14.0,0
380,35.0,57872.477795193314,32,4810.0,6.0,10.452978056426332,0
381,44.0,93041.0,23,15200.0,5.0,7.0,0
382,39.0,69516.0,37,11470.0,13.0,9.0,0
383,56.0,126700.0,36,23980.0,11.0,15.0,0
384,57.0,34116.0,25,10610.0,7.0,15.0,1
385,43.0,54932.0,37,11290.0,1.0,14.0,0
386,42.0,94591.0,21,17470.0,8.0,8.0,1
387,52.0,65465.0,42,18760.0,10.0,13.0,0
388,46.0,56849.0,53,6270.0,1.0,14.0,0
389,51.0,46201.0,33,11220.0,9.0,9.0,0
390,43.0,57872.477795193314,32,13160.0,13.0,10.452978056426332,0
391,52.0,125662.0,21,22880.0,16.0,14.0,0
392,43.0,102262.0,47,15490.0,15.0,15.0,0
393,47.0,18535.0,47,11750.0,17.0,11.0,0
394,44.0,29502.0,30,28750.0,2.0,15.0,0
395,48.0,93303.0,30,15630.0,1.0,10.0,0
396,33.0,249.0,30,10590.0,11.0,11.0,1
397,41.0,24862.0,26,7790.0,10.0,10.0,1
398,49.0,108748.0,32,21520.0,7.0,14.0,0
399,42.0,86596.0,32,15280.0,16.0,10.0,0
400,33.0,92904.0,30,14060.0,10.0,12.0,0
401,42.0,82281.0,36,18530.0,10.0,12.0,0
402,51.0,62463.0,37,19370.0,1.0,13.0,0
403,57.0,25761.0,57,11940.0,11.0,15.0,1
404,42.0,49224.0,29,27460.0,1.0,11.0,1
405,46.0,41083.0,21,12810.0,10.0,10.0,0
406,52.0,70293.0,34,33440.0,6.0,12.0,0
407,38.0,34319.0,48,13460.0,1.0,9.0,0
408,43.0,22623.0,15,8060.0,1.0,13.0,1
409,40.0,79715.0,6,23140.0,7.0,13.0,0
410,54.0,19961.0,36,3500.0,3.0,16.0,0
411,51.0,40760.0,24,11880.0,8.0,12.0,1
412,27.0,68493.0,22,20180.0,5.0,11.0,1
413,56.0,278.0,58,26150.0,8.0,12.0,0
414,48.0,137411.0,22,11940.0,4.0,8.0,0
415,38.0,28409.0,27,8140.0,7.0,10.0,0
416,27.0,69794.0,24,14660.0,6.0,9.0,1
417,33.0,25544.0,29,4050.0,1.0,11.0,1
418,42.0,85408.0,32,20170.0,8.0,15.0,1
419,55.0,3865.0,27,16600.0,1.0,11.0,1
420,50.0,94589.0,8,6500.0,1.0,13.0,1
421,48.0,116063.0,48,8370.0,8.0,10.0,0
422,33.0,57872.477795193314,41,11980.0,9.0,10.452978056426332,0
423,53.0,16536.0,24,3150.0,6.0,12.0,0
424,58.0,57872.477795193314,29,8650.0,12.0,10.452978056426332,0
425,43.0,58112.0,34,1500.0,11.0,7.0,0
426,49.0,66972.0,17,24760.0,8.0,12.0,0
427,40.0,50537.0,39,28960.0,8.0,13.0,1
428,54.0,65298.0,5,8030.0,1.0,12.0,1
429,49.0,83569.0,23,6500.0,7.0,13.0,0
430,37.0,54349.0,28,10630.0,11.0,9.0,0
431,27.0,50139.0,22,9210.0,1.0,13.0,1
432,48.0,74597.0,25,15730.0,1.0,14.0,0
433,38.0,15755.0,32,14440.0,1.0,13.0,0
434,44.0,20324.0,20,10280.0,1.0,7.0,0
435,46.0,5420.0,29,12780.0,5.0,12.0,0
436,50.0,109786.0,35,9440.0,8.0,11.0,0
437,37.0,159092.0,29,15050.0,8.0,11.0,0
438,24.0,23109.0,34,6210.0,13.0,13.0,0
439,37.0,53895.0,44,11250.0,11.0,6.0,1
440,43.0,60973.0,56,5800.0,8.0,12.0,1
441,36.0,85731.0,13,21660.0,3.0,10.0,1
442,50.0,34703.0,31,9970.0,6.0,12.0,0
443,47.0,57872.477795193314,35,11610.0,1.0,10.452978056426332,1
444,42.0,14166.0,36,23280.0,5.0,11.0,1
445,59.0,57872.477795193314,52,11480.0,12.0,10.452978056426332,0
446,40.0,36846.0,65,9180.0,1.0,15.0,0
447,31.0,57872.477795193314,48,7740.0,1.0,10.452978056426332,1
448,40.0,164807.0,22,5500.0,17.0,11.0,0
449,36.0,57872.477795193314,28,5100.0,9.0,10.452978056426332,1
450,54.0,77267.0,14,14630.0,9.0,12.0,0
451,58.0,57872.477795193314,29,7300.0,1.0,10.452978056426332,0
452,39.0,57872.477795193314,53,5500.0,8.0,10.452978056426332,0
453,46.0,3929.0,56,1500.0,18.0,12.0,0
454,57.0,57872.477795193314,29,9240.0,1.0,10.452978056426332,1
455,47.0,91221.0,31,1500.0,7.0,15.0,1
456,44.0,6035.0,29,6500.0,1.0,12.0,0
457,46.0,109874.0,72,19450.0,6.0,8.0,0
458,43.0,33703.0,5,19010.0,9.0,7.0,0
459,51.0,8900.0,65,11600.0,1.0,10.0,0
460,47.0,47235.0,27,10920.0,1.0,12.0,1
461,52.0,27019.0,59,9400.0,13.0,10.0,0
462,34.0,57872.477795193314,22,11520.0,9.0,10.452978056426332,0
463,41.0,198600.0,5,19480.0,12.0,10.0,0
464,67.0,2558.0,41,1500.0,1.0,15.0,0
465,43.0,30037.0,5,11920.0,1.0,14.0,0
466,36.0,79457.0,34,5100.0,8.0,15.0,1
467,37.0,64020.0,42,15620.0,10.0,12.0,0
468,44.0,108412.0,47,1500.0,18.0,11.0,0
469,51.0,94082.0,57,15140.0,9.0,7.0,0
470,28.0,54005.0,46,1500.0,7.0,9.0,0
471,50.0,26748.0,25,31770.0,6.0,12.0,0
472,52.0,88691.0,40,18200.0,10.0,15.0,0
473,41.0,104652.0,25,24660.0,9.0,13.0,0
474,42.0,89052.0,12,15550.0,6.0,10.0,0
475,37.0,133335.0,15,21740.0,13.0,13.0,1
476,58.0,3272.0,42,7200.0,5.0,17.0,1
477,38.0,58833.0,41,17680.0,10.0,14.0,1
478,42.0,32526.0,38,20150.0,5.0,10.0,0
479,44.0,13587.0,43,7260.0,6.0,14.0,0
480,44.0,24197.0,44,3920.0,7.0,12.0,0
481,37.0,111183.0,67,12420.0,8.0,7.0,0
482,45.0,65466.0,24,7080.0,1.0,14.0,0
483,48.0,48866.0,36,26400.0,8.0,14.0,0
